"Name","School","Rating"
"Mikyla Tolivert","Georgia State Panthers",66.2491
"Tara Cousins","Delaware Blue Hens",66.2375333333333
"Jaidynn Mason","Marquette Golden Eagles",66.2299333333333
"Rashunda Jones","Purdue Boilermakers",66.2251
"Molly Kaiser","New Mexico State Aggies",66.2153
"Acacia Hayes","Western Kentucky Lady Toppers",66.1912166666666
"Jordyn Weaver","Queens University Royals",66.1772833333333
"Taylor Golembiewski","Colgate Raiders",66.1598333333333
"Dolly Cairns","Florida Gulf Coast Eagles",66.1583833333334
"Jalei Oglesby","Oral Roberts Golden Eagles",66.1536
"Sophie Burrows","Syracuse Orange",66.1329166666667
"Bailey Butler","Green Bay Phoenix",66.1253833333333
"Sarina Nagra","UC Merced Bobcats",66.1094
"Ava Cirigliano","Misericordia Cougars",66.10115
"Shelbee Brown","Akron Zips",66.0969166666666
